"PROMOTER_TYPE","SURVEY_RESPONSE_DATE","SURVEY_ID","LIKELIHOOD_TO_RECOMMEND","SUPPORT_SATISFACTION","TICKET_NUM"
"Promoter","2017-08-10","3757845","9","9","22992,442,000"
"Promoter","2017-07-03","3408795","10","10","23527,227,000"
"Passive","2017-10-24","4859627","7","10","25134,130,846"
"Detractor","2017-10-26","4792134","4","6","25263,082,000"
"Promoter","2017-11-13","5206618","10","10","25418,659,760"
"Promoter","2017-10-06","4661900","10","10","26037,082,000"
"Passive","2017-04-24","2319704","8","8","27240,000,852"
"Promoter","2018-04-30","7617998","9","10","27617,L6Q,000"
"Promoter","2017-02-01","1429038","10","10","28983,420,631"
"Promoter","2017-06-08","3015615","10","10","30988,999,760"
"Promoter","2018-04-03","7086578","10","9","31814,999,749"
"Promoter","2016-11-07","818895","9","9","32939,SGC,724"
"Promoter","2017-08-09","3744764","10","10","33602,L6Q,000"
"Detractor","2017-09-10","4147669","3","10","36660,999,760"
"Promoter","2017-08-08","3713438","9","10","37231,999,760"
"Promoter","2018-04-30","7411715","10","10","18634,122,000"
"Promoter","2017-10-24","4834192","10","10","19420,077,649"
"Detractor","2017-09-29","4500162","6","7","19934,130,846"
"Passive","2017-05-30","2798420","8","8","22276,999,744"
"Detractor","2017-08-29","4019307","6","6","22592,124,848"
"Promoter","2017-09-26","4463836","10","10","22968,004,000"
"Passive","2017-03-14","1764367","8","9","23012,211,788"
"Promoter","2018-04-01","6965706","10","10","23048,000,778"
"Passive","2017-03-24","1839034","7","7","24086,082,000"
"Detractor","2017-04-18","2220195","5","4","25652,999,760"
"Passive","2017-03-09","1734929","8","9","25861,004,000"
"Promoter","2018-05-14","8025260","10","10","27059,122,000"
"Promoter","2017-02-20","1582712","9","9","27180,010,618"
"Promoter","2017-10-26","4911721","10","10","27442,117,672"
"Promoter","2018-03-19","6851416","10","10","27654,100,838"
"Passive","2017-07-17","3506042","8","7","28096,211,788"
"Promoter","2018-01-23","6035468","10","10","28730,010,618"
"Promoter","2017-06-30","3372968","10","10","28886,999,724"
"Promoter","2018-01-08","5929489","10","10","31301,077,724"
"Passive","2017-09-25","4437304","7","9","32716,L6Q,000"
"Promoter","2017-10-31","4911829","10","9","33338,001,806"
"Promoter","2016-12-09","1045607","10","10","33424,756,000"
"Promoter","2017-12-13","5720899","9","9","39826,999,760"
"Promoter","2018-01-22","6065119","10","10","40640,999,806"
"Detractor","2016-11-17","927436","5","6","41533,442,000"
"Detractor","2016-12-20","1156099","0","10","41630,122,000"
"Promoter","2018-04-06","7158192","10","9","41867,300,624"
"Promoter","2017-11-09","5164031","10","10","42338,999,744"
"Promoter","2018-04-24","7409773","10","10","42609,082,000"
"Promoter","2017-05-15","2479786","9","9","42876,442,000"
"Promoter","2017-08-16","3805784","10","9","43025,024,620"
"Promoter","2018-03-01","6550916","10","9","41031,756,000"
"Promoter","2017-10-06","4662353","10","10","41722,442,000"
"Promoter","2017-03-14","1748145","9","10","42606,227,000"
"Promoter","2017-11-10","5163792","9","8","42872,122,000"
"Detractor","2017-03-10","1746647","3","3","43605,442,000"
"Promoter","2016-11-29","974050","9","9","43736,082,000"
"Promoter","2017-09-29","4437654","10","10","45626,999,744"
"Promoter","2018-04-02","7087015","10","10","48024,634,760"
"Passive","2017-03-15","1772423","7","5","49490,633,760"
"Promoter","2017-04-13","2219424","10","10","50124,082,000"
"Passive","2017-07-18","3524763","8","9","50286,676,760"
"Passive","2017-02-12","1502841","7","10","50571,999,832"
"Promoter","2017-11-14","5255891","10","10","52746,082,000"
"Passive","2017-03-16","1800725","7","10","52991,227,000"
"Detractor","2017-10-26","4914847","1","5","530670"
"Passive","2017-07-30","3627042","8","8","53403,999,858"
"Passive","2017-04-27","2356772","8","8","54051,227,000"
"Promoter","2017-01-27","1371259","10","10","54412,082,000"
"Promoter","2018-01-08","5907683","10","10","547435"
"Passive","2017-02-21","1563896","7","8","54802,841,758"
"Promoter","2017-05-04","2416015","10","10","55848,004,000"
"Passive","2018-03-16","6795438","8","9","56917,999,744"
"Promoter","2018-04-11","7232301","9","9","61633,040,678"
"Promoter","2017-04-24","2320809","10","3","62276,227,000"
"Promoter","2018-03-21","6875096","10","10","62328,999,760"
"Promoter","2016-12-05","1053316","10","10","62579,999,631"
"Promoter","2017-03-06","1607969","9","10","63322,999,631"
"Detractor","2018-01-15","5970705","6","9","63487,035,724"
"Promoter","2017-07-21","3524261","9","9","63690,122,000"
"Detractor","2017-03-03","1637451","0","1","64829,999,866"
"Promoter","2017-09-13","4240121","9","9","65935,227,000"
"Detractor","2017-03-31","1913334","6","","45011,L6Q,000"
"Detractor","2017-07-11","3407899","2","5","45138,634,760"
"Promoter","2017-10-09","4690418","9","9","45287,999,760"
"Passive","2017-07-26","3593010","7","7","45804,617,760"
"Promoter","2018-04-24","7412118","10","10","46733,082,000"
"Promoter","2017-03-24","1888870","10","8","47607,L6Q,000"
"Promoter","2017-11-07","5111016","10","10","48655,999,760"
"Promoter","2017-12-20","5805834","10","10","49011,122,000"
"Promoter","2017-04-24","2322761","9","8","49552,L6Q,000"
"Passive","2017-10-26","4915002","8","6","520390"
"Promoter","2016-11-21","934472","9","9","52761,082,000"
"Promoter","2017-10-27","4914206","9","5","530284"
"Promoter","2018-02-07","6229689","10","10","53038,000,766"
"Promoter","2017-06-16","3223538","9","9","53141,122,000"
"Promoter","2016-10-11","663384","9","9","54400,L6Q,000"
"Promoter","2018-01-15","5930093","9","10","55130,999,760"
"Promoter","2017-05-02","2396091","10","10","55756,004,000"
"Passive","2017-12-31","5853878","8","8","56822,999,672"
"Promoter","2017-09-25","4366477","10","10","58772,L6Q,000"
"Promoter","2016-10-05","624850","9","10","60577,999,760"
"Passive","2017-09-28","4482304","8","8","60855,L6Q,000"
"Promoter","2016-10-17","697472","10","10","60974,035,724"
"Promoter","2017-06-26","3336820","9","9","60991,122,000"
"Promoter","2017-05-09","2445000","9","10","61790,L6Q,000"
"Promoter","2018-01-08","5908772","10","10","61833,122,000"
"Passive","2017-08-23","3917373","8","9","62364,612,760"
"Promoter","2017-07-09","3407867","10","10","62439,674,760"
"Promoter","2018-03-30","7048865","10","10","63310,999,760"
"Promoter","2016-12-05","946834","9","10","63717,L6Q,000"
"Passive","2017-02-20","1561813","8","8","64826,999,866"
"Promoter","2018-03-05","6622326","10","10","65447,227,000"
"Passive","2018-02-19","6376263","8","8","65773,999,631"
"Detractor","2016-11-08","868345","5","10","66483,999,760"
"Promoter","2017-11-27","5352676","9","9","66208,180,846"
"Promoter","2018-04-16","7313139","10","10","66373,999,631"
"Promoter","2017-12-19","5785538","9","9","66419,082,000"
"Passive","2017-09-14","4280871","8","8","66927,227,000"
"Promoter","2017-10-20","4835893","9","8","67746,L6Q,000"
"Promoter","2017-02-16","1554013","9","9","68146,689,864"
"Passive","2017-09-13","4258341","7","7","68946,999,766"
"Promoter","2017-12-07","5630233","10","9","71561,704,704"
"Promoter","2017-11-26","5490883","10","10","73880,614,760"
"Promoter","2016-11-14","860312","9","9","74880,L6Q,000"
"Promoter","2017-07-31","3623653","10","10","75365,821,821"
"Promoter","2017-02-08","1473059","10","10","75976,082,000"
"Promoter","2017-08-30","3921483","10","10","77013,082,000"
"Promoter","2017-11-10","5117215","10","10","77030,442,000"
"Promoter","2017-02-13","1506525","10","10","78115,442,000"
"Promoter","2017-03-29","1914269","9","9","78698,071,724"
"Promoter","2018-02-19","6407561","10","9","79245,122,000"
"Passive","2017-04-24","2291650","8","","79276,122,000"
"Passive","2016-11-13","855770","8","8","79413,999,616"
"Promoter","2017-07-14","3506336","10","10","80696,122,000"
"Promoter","2018-01-18","6036699","10","10","82383,L6Q,000"
"Promoter","2017-06-16","3108618","9","9","83504,442,000"
"Passive","2017-01-03","1241432","8","9","87876,211,788"
"Detractor","2017-05-08","2442143","0","0","88035,227,000"
"Promoter","2016-10-10","642951","9","9","89320,122,000"
"Detractor","2017-09-06","4147213","6","4","89632,112,848"
"Detractor","2017-02-13","1471452","5","7","90148,060,618"
"Promoter","2017-09-12","4239497","10","10","90363,122,000"
"Promoter","2016-12-15","1052674","10","10","90610,227,000"
"Promoter","2017-05-12","2442110","9","9","91443,072,649"
"Promoter","2017-08-13","3713927","10","10","91542,122,000"
"Promoter","2018-02-12","6256464","10","10","92261,004,000"
"Promoter","2017-08-22","3920661","9","9","92849,122,000"
"Detractor","2018-02-02","6214028","5","10","93055,082,000"
"Promoter","2018-04-17","7351924","9","8","CS0024360"
"Detractor","2017-11-22","5280842","2","2","TS000009416"
"Detractor","2018-04-19","7375630","6","2","TS000036259"
"Promoter","2017-12-21","5719448","10","10","TS000054474"
"Promoter","2017-12-19","5754548","9","9","TS000071060"
"Promoter","2017-12-25","5807858","9","9","TS000075441"
"Promoter","2018-01-09","5933508","9","10","TS000082679"
"Promoter","2018-02-15","6350825","9","9","TS000112695"
"Detractor","2018-03-07","6671292","5","10","TS000125325"
"Passive","2018-03-20","6877049","8","8","TS000131812"
"Promoter","2018-05-08","7746666","9","9","TS000163288"
"Passive","2018-04-09","7160022","8","10","TS000163322"
"Passive","2018-04-25","7466391","7","10","TS000176275"
"Promoter","2018-04-17","7352559","9","9","TS000182128"
"Promoter","2018-05-04","7620441","9","10","TS000651288"
"Promoter","2018-04-25","7519844","10","10","TS000802641"
"Detractor","2018-05-10","7951045","6","4","TS000889786"
"Promoter","2018-01-31","6123802","9","9","68848,004,000"
"Promoter","2017-05-14","2439689","10","10","69157,100,838"
"Promoter","2017-06-12","3111683","10","9","70671,057,649"
"Promoter","2018-01-29","6118712","10","10","70759,830,758"
"Promoter","2016-10-21","742756","10","10","70930,L6Q,000"
"Promoter","2017-07-07","3446259","9","9","71183,057,649"
"Passive","2016-12-06","1052723","8","7","73816,001,866"
"Promoter","2018-01-23","6047758","9","9","74135,L6Q,000"
"Promoter","2017-02-28","1617312","10","7","75047,122,000"
"Promoter","2017-01-13","1299747","10","10","75603,082,000"
"Promoter","2017-10-31","4939531","9","9","75791,442,000"
"Promoter","2017-02-16","1551123","10","10","76374,442,000"
"Passive","2017-06-16","3234926","8","10","78612,L6Q,000"
"Passive","2017-02-07","1468447","8","8","78893,442,000"
"Promoter","2017-01-03","1241799","10","10","80141,L6Q,000"
"Promoter","2018-02-01","6168334","9","9","81936,211,788"
"Promoter","2017-01-04","1242029","9","9","82830,693,760"
"Promoter","2017-04-18","2222130","10","10","83439,693,760"
"Passive","2017-12-04","5630362","8","8","83932,999,760"
"Promoter","2017-04-25","2326342","9","10","84295,033,724"
"Promoter","2018-01-17","6024387","9","9","84695,082,000"
"Promoter","2018-02-07","6142974","10","9","84832,L6Q,000"
"Promoter","2017-08-03","3627839","10","10","84858,122,000"
"Promoter","2016-12-13","1116195","9","9","85553,077,724"
"Detractor","2017-01-02","1213689","5","5","85793,124,672"
"Promoter","2016-10-11","624569","10","8","86849,077,724"
"Passive","2017-04-28","2367701","8","8","86970,227,000"
"Detractor","2017-12-04","5630404","0","0","87108,660,706"
"Detractor","2017-11-14","5178393","5","5","87510,000,834"
"Promoter","2017-10-17","4794111","9","7","88283,227,000"
"Promoter","2017-11-02","5081703","10","10","88895,124,672"
"Promoter","2018-03-09","6691285","10","10","88931,122,000"
"Detractor","2017-06-19","3235079","1","1","89078,019,866"
"Passive","2016-10-04","628760","8","7","89624,227,000"
"Promoter","2016-12-02","1003951","10","10","89683,235,631"
"Promoter","2018-01-18","6024525","10","10","91572,442,000"
"Passive","2017-09-21","4366223","8","10","92144,255,631"
"Promoter","2017-04-25","2320840","10","10","92492,000,744"
"Promoter","2018-02-16","6361653","10","10","92621,072,649"
"Promoter","2016-11-14","887729","10","9","93120,300,624"
"Promoter","2017-10-20","4835402","10","10","94221,250,631"
"Promoter","2017-10-09","4649800","10","10","TS000002113"
"Passive","2018-01-15","5933339","7","7","TS000051051"
"Promoter","2017-12-07","5682473","10","10","TS000053835"
"Promoter","2017-12-15","5767502","9","9","TS000061906"
"Passive","2018-02-14","6350743","7","8","TS000098629"
"Promoter","2018-05-04","7746711","10","10","TS000171378"
"Promoter","2018-05-01","7675354","10","10","TS000178923"
"Detractor","2018-04-30","7467410","2","0","TS000243704"
"Passive","2018-04-26","7546197","8","8","TS000799617"
"Promoter","2018-05-03","7747135","10","10","TS000821518"
"Passive","2018-05-10","7919865","8","8","TS000833413"
"Detractor","2018-05-03","7747430","4","6","TS000847771"
"Detractor","2018-05-15","8063304","5","5","TS000880782"
"Passive","2018-05-16","8092144","7","5","TS000924167"
"Promoter","2018-01-23","6034539","9","9","00134,050,618"
"Promoter","2017-03-20","1772355","10","10","00557,650,706"
"Promoter","2017-07-13","3496443","10","10","00787,004,000"
"Passive","2017-06-12","3111083","7","10","04770,227,000"
"Promoter","2017-07-04","3387486","10","8","07847,656,760"
"Detractor","2017-02-27","1633367","2","0","08699,019,866"
"Passive","2017-06-13","3072705","8","7","09400,122,000"
"Passive","2017-06-19","3236557","8","8","10493,282,649"
"Promoter","2018-04-17","7310780","10","10","12018,842,758"
"Passive","2016-12-21","1142314","8","8","12089,999,706"
"Promoter","2016-11-07","854106","10","10","12113,047,649"
"Promoter","2017-11-06","5115044","9","10","12130,635,760"
"Promoter","2017-04-17","2257249","10","10","12649,000,781"
"Promoter","2017-03-20","1839163","9","9","15386,077,649"
"Passive","2017-02-03","1444795","8","8","15442,841,758"
"Detractor","2016-11-29","968606","6","7","15880,999,000"
"Passive","2017-02-28","1634104","8","7","00504,650,706"
"Promoter","2017-03-07","1696404","9","9","02843,124,848"
"Passive","2017-05-06","2392826","8","10","03149,830,758"
"Promoter","2017-03-14","1770933","9","10","03242,070,724"
"Passive","2017-11-26","5452488","7","7","04154,999,818"
"Detractor","2017-05-22","2582500","5","6","04472,124,848"
"Promoter","2016-10-24","757251","10","10","04771,122,000"
"Promoter","2016-11-11","879654","10","10","05439,830,758"
"Passive","2017-01-03","1237442","7","6","05534,L6Q,000"
"Detractor","2016-11-13","859130","6","7","06343,999,616"
"Passive","2016-10-10","627809","8","8","06348,019,866"
"Detractor","2017-03-13","1767029","4","3","06373,442,000"
"Passive","2016-12-20","1153975","8","9","07271,999,616"
"Passive","2017-12-11","5628729","8","9","08322,830,758"
"Detractor","2017-05-12","2440588","4","9","08325,122,000"
"Promoter","2018-05-14","7864030","10","10","08542,665,706"
"Promoter","2017-09-26","4366453","9","10","08713,122,000"
"Promoter","2017-06-06","2985217","9","9","09378,024,649"
"Passive","2017-02-19","1528138","7","10","09394,999,616"
"Passive","2017-05-18","2529343","7","5","09610,999,649"
"Promoter","2018-02-05","6229982","10","10","10061,442,000"
"Detractor","2018-02-24","6405704","1","1","10362,764,764"
"Passive","2016-12-12","1073877","7","8","11264,999,649"
"Promoter","2018-04-02","7085920","10","10","12032,442,000"
"Promoter","2016-12-12","1113933","9","7","12214,L6Q,000"
"Passive","2016-11-21","906706","7","8","12669,999,778"
"Promoter","2017-03-13","1765634","9","10","13052,999,649"
"Promoter","2017-01-18","1308597","10","10","15360,841,758"
"Promoter","2017-08-09","3695364","10","10","15741,019,866"
"Promoter","2017-06-07","2989157","9","9","16652,000,744"
"Promoter","2017-10-17","4773235","10","10","16715,999,672"
"Promoter","2016-11-22","935311","10","10","16353,000,858"
"Passive","2017-05-22","2527221","7","9","16942,923,848"
"Detractor","2017-03-06","1676944","6","8","16989,999,760"
"Promoter","2017-02-10","1505266","10","10","17025,000,858"
"Promoter","2017-06-05","2986402","9","9","18105,130,846"
"Detractor","2016-10-14","664316","5","8","18364,442,000"
"Passive","2017-09-05","4147246","8","8","18742,077,649"
"Promoter","2017-02-21","1563673","10","9","18751,004,000"
"Passive","2017-12-20","5765583","8","8","18890,999,706"
"Passive","2017-12-29","5784773","8","8","19422,019,866"
"Promoter","2017-04-19","2220209","10","10","20248,999,744"
"Promoter","2017-06-19","3256686","10","10","20372,227,000"
